# This is planckarc_pos1-comb1.txt the combined spectrum created by combine_mage_spectra.pro from planckarc_pos1.ls
# Total exptime should be        13500.000 s  (       3.7500000 hr)
# 4675.0 +/- 192.0 was the median spectral resolution and MAD, R===lambda / (FWHM)
# Created from:  Individual filenames, barycentric correction(km/s), exptime(s)
#           /Volumes/Apps_and_Docs/SCIENCE/Lensed-LBGs/Mage/Redux/Mage_May2017/1D/Final-Products/Fluxed/planckarc-a-comb.txt       4.6300000       2700.0000
#           /Volumes/Apps_and_Docs/SCIENCE/Lensed-LBGs/Mage/Redux/Mage_May2017/1D/Final-Products/Fluxed/planckarc-b-comb.txt       4.6000000       2700.0000
#           /Volumes/Apps_and_Docs/SCIENCE/Lensed-LBGs/Mage/Redux/Mage_May2017/1D/Final-Products/Fluxed/planckarc-c-comb.txt       4.5800000       2700.0000
#           /Volumes/Apps_and_Docs/SCIENCE/Lensed-LBGs/Mage/Redux/Mage_May2017/1D/Final-Products/Fluxed/planckarc-comb.txt       4.5500000       2700.0000
#           /Volumes/Apps_and_Docs/SCIENCE/Lensed-LBGs/Mage/Redux/Mage_May2017/1D/Final-Products/Fluxed/psz1550-7811_1e-comb.txt       4.5100000       2700.0000
#  Wavelengths have been converted to vacuum barycentric Angstroms
#  Flux density (fnu)   units are erg/s/cm^2/Hz.  Note:  it is fnu, NOT flambda
#
# MW reddening correction of E(B-V)=0.09427 , Rv=3.1, CCM has been applied
wave	fnu	noise	obswave	avgsky	fnuspec1	dfnuspec1	fnuspec2	dfnuspec2	fnuspec3	dfnuspec3	fnuspec4	dfnuspec4	fnuspec5	dfnuspec5	MWredcor
 5.18252100E+03	 1.51212758E-27	 1.45206956E-28	 5.18099800E+03	 3.50600000E-27	 1.14100000E-27	 2.88000000E-28	 1.38400000E-27	 3.07900000E-28	 5.76600000E-28	 3.17600000E-28	 1.25900000E-27	 1.50600000E-28	 7.76500000E-28	 3.57300000E-28	 1.33462275E+00
 5.18290500E+03	 1.70827177E-27	 1.45470018E-28	 5.18138180E+03	 3.36900000E-27	 1.65100000E-27	 2.98600000E-28	 1.03500000E-27	 2.97300000E-28	 1.11300000E-27	 3.26300000E-28	 1.40800000E-27	 1.50800000E-28	 6.20200000E-28	 3.47200000E-28	 1.33458732E+00
 5.18328880E+03	 1.21844590E-27	 1.42663600E-28	 5.18176550E+03	 3.50100000E-27	 1.16800000E-27	 2.89200000E-28	 9.95900000E-28	 2.99100000E-28	 6.82800000E-28	 3.18000000E-28	 1.02800000E-27	 1.47600000E-28	 1.01400000E-28	 3.41200000E-28	 1.33455192E+00
 5.18367270E+03	 1.28020170E-27	 1.40124235E-28	 5.18214930E+03	 3.24600000E-27	 1.32000000E-27	 2.85800000E-28	 8.33800000E-28	 2.83300000E-28	 9.73700000E-28	 3.24000000E-28	 1.04500000E-27	 1.44800000E-28	 1.57700000E-28	 3.37100000E-28	 1.33451652E+00
 5.18405650E+03	 1.33448114E-27	 1.40253968E-28	 5.18253300E+03	 3.20700000E-27	 9.64400000E-28	 2.78000000E-28	 1.21100000E-27	 2.95300000E-28	 5.61900000E-28	 3.08000000E-28	 1.16700000E-27	 1.45700000E-28	 3.88400000E-28	 3.43500000E-28	 1.33448114E+00
 5.18444040E+03	 1.11199365E-27	 1.37447913E-28	 5.18291680E+03	 3.13900000E-27	 1.30300000E-27	 3.21100000E-28	 9.08600000E-28	 2.76700000E-28	 6.65600000E-28	 2.97200000E-28	 8.92200000E-28	 1.40400000E-28	 1.32600000E-28	 3.25200000E-28	 1.33444576E+00
 5.18482430E+03	 1.42381588E-27	 1.44116322E-28	 5.18330060E+03	 3.43700000E-27	 1.51000000E-27	 4.01200000E-28	 8.20800000E-28	 2.70000000E-28	 8.07900000E-28	 2.92600000E-28	 1.25500000E-27	 1.49600000E-28	 5.67800000E-28	 3.24800000E-28	 1.33441039E+00
 5.18520810E+03	 1.55588129E-27	 1.41176879E-28	 5.18368430E+03	 3.09500000E-27	 1.12800000E-27	 4.10600000E-28	 1.67500000E-27	 2.77600000E-28	 9.44700000E-28	 2.87600000E-28	 1.18600000E-27	 1.43900000E-28	 6.97700000E-28	 3.15200000E-28	 1.33437504E+00
 5.18559200E+03	 1.66125291E-27	 1.42640912E-28	 5.18406810E+03	 3.12200000E-27	 2.07800000E-27	 3.80600000E-28	 1.12200000E-27	 2.80200000E-28	 1.35500000E-27	 2.99400000E-28	 1.23500000E-27	 1.45600000E-28	 7.30400000E-28	 3.22200000E-28	 1.33433969E+00
 5.18597580E+03	 1.04702863E-27	 1.37033057E-28	 5.18445180E+03	 3.14200000E-27	 1.37400000E-27	 3.15800000E-28	 3.64800000E-28	 2.68200000E-28	 8.44500000E-28	 2.94900000E-28	 8.45600000E-28	 1.40600000E-28	 3.49000000E-28	 3.37000000E-28	 1.33430435E+00
 5.18635970E+03	 1.31572269E-27	 1.39564540E-28	 5.18483560E+03	 3.13500000E-27	 2.14200000E-27	 2.95300000E-28	 8.61100000E-28	 2.90000000E-28	 2.08000000E-28	 2.97900000E-28	 1.16500000E-27	 1.44500000E-28	-3.12100000E-28	 3.35300000E-28	 1.33426902E+00
 5.18674350E+03	 9.13282977E-28	 1.39827693E-28	 5.18521930E+03	 3.46400000E-27	 1.13700000E-27	 2.85800000E-28	 3.12900000E-28	 2.86200000E-28	 2.14900000E-28	 3.07700000E-28	 8.18900000E-28	 1.44400000E-28	 3.78700000E-28	 3.50800000E-28	 1.33423371E+00
 5.18712740E+03	 9.26867630E-28	 1.41958710E-28	 5.18560310E+03	 3.63000000E-27	 9.17700000E-28	 2.89200000E-28	 6.57300000E-28	 2.89100000E-28	 6.42000000E-28	 3.16700000E-28	 7.48300000E-28	 1.46300000E-28	 1.51200000E-28	 3.59700000E-28	 1.33419840E+00
 5.18751130E+03	 1.86115753E-27	 1.48225521E-28	 5.18598680E+03	 3.44100000E-27	 2.00700000E-27	 3.08200000E-28	 1.89600000E-27	 3.17500000E-28	 8.55200000E-28	 3.25200000E-28	 1.52700000E-27	 1.52600000E-28	-6.53300000E-29	 3.49400000E-28	 1.33416310E+00
 5.18789520E+03	 1.40617071E-27	 1.46220408E-28	 5.18637060E+03	 3.61800000E-27	 8.71800000E-28	 2.85200000E-28	 1.60700000E-27	 3.08900000E-28	 5.43600000E-28	 3.24000000E-28	 1.13200000E-27	 1.51700000E-28	 7.70800000E-28	 3.64700000E-28	 1.33412781E+00
 5.18827900E+03	 1.79435447E-27	 1.52086550E-28	 5.18675430E+03	 3.83000000E-27	 1.89900000E-27	 3.12600000E-28	 1.44500000E-27	 3.14900000E-28	 5.57700000E-28	 3.36000000E-28	 1.43800000E-27	 1.56600000E-28	 8.49100000E-28	 3.77900000E-28	 1.33409254E+00
 5.18866290E+03	 1.09112544E-27	 1.57418758E-28	 5.18713810E+03	 4.82900000E-27	 1.03900000E-27	 3.17500000E-28	 3.55900000E-28	 3.24100000E-28	 9.24600000E-28	 3.58600000E-28	 8.15000000E-28	 1.62000000E-28	 1.04600000E-27	 3.91600000E-28	 1.33405727E+00
 5.18904670E+03	 1.40872725E-27	 1.64618317E-28	 5.18752180E+03	 5.26000000E-27	 1.14700000E-27	 3.25300000E-28	 1.13500000E-27	 3.55100000E-28	 1.10200000E-27	 3.74200000E-28	 1.04500000E-27	 1.68500000E-28	 8.12700000E-28	 4.11700000E-28	 1.33402202E+00
 5.18943060E+03	 1.13548954E-27	 1.62879785E-28	 5.18790560E+03	 5.29700000E-27	 7.41900000E-28	 3.24200000E-28	 1.31800000E-27	 3.50300000E-28	 5.29400000E-28	 3.57300000E-28	 9.87800000E-28	 1.67900000E-28	 1.60600000E-29	 4.05400000E-28	 1.33398677E+00
 5.18981440E+03	 1.38997750E-27	 1.55538749E-28	 5.18828930E+03	 4.42900000E-27	 1.41200000E-27	 3.13000000E-28	 6.47800000E-28	 3.17800000E-28	 1.04200000E-27	 3.52700000E-28	 1.16700000E-27	 1.60700000E-28	 3.31800000E-28	 3.88300000E-28	 1.33395154E+00
 5.19019830E+03	 1.47397752E-27	 1.51132718E-28	 5.18867310E+03	 3.97000000E-27	 1.59500000E-27	 3.08900000E-28	 1.14100000E-27	 3.13100000E-28	 7.28500000E-28	 3.43500000E-28	 1.07800000E-27	 1.54800000E-28	 9.40300000E-28	 3.77700000E-28	 1.33391631E+00
 5.19058210E+03	 1.44325935E-27	 1.51662281E-28	 5.18905680E+03	 4.03400000E-27	 1.60500000E-27	 3.06500000E-28	 1.16200000E-27	 3.19800000E-28	 1.40600000E-28	 3.27100000E-28	 1.16400000E-27	 1.57300000E-28	 9.55500000E-28	 3.74300000E-28	 1.33388110E+00
 5.19096600E+03	 1.13016762E-27	 1.55793200E-28	 5.18944060E+03	 4.62600000E-27	 1.05700000E-27	 3.20800000E-28	 7.84600000E-28	 3.24600000E-28	 5.54800000E-28	 3.43100000E-28	 8.53800000E-28	 1.60000000E-28	 9.68000000E-28	 3.90700000E-28	 1.33384589E+00
 5.19134980E+03	 1.34581499E-27	 1.58456711E-28	 5.18982430E+03	 4.70300000E-27	 1.36100000E-27	 3.22000000E-28	 7.92500000E-28	 3.29500000E-28	 1.04600000E-27	 3.57200000E-28	 1.03000000E-27	 1.62600000E-28	 6.26200000E-28	 3.95300000E-28	 1.33381070E+00
 5.19173370E+03	 1.19186179E-27	 1.53650938E-28	 5.19020810E+03	 4.38800000E-27	 8.57000000E-28	 3.06400000E-28	 1.15900000E-27	 3.24900000E-28	 1.25900000E-27	 3.52400000E-28	 8.82500000E-28	 1.57600000E-28	 2.30900000E-28	 3.78600000E-28	 1.33377551E+00
 5.19211750E+03	 1.23571042E-27	 1.49645666E-28	 5.19059180E+03	 4.00300000E-27	 1.27100000E-27	 2.98900000E-28	 6.96000000E-28	 3.04600000E-28	 4.72900000E-28	 3.38100000E-28	 1.05400000E-27	 1.55300000E-28	 5.56000000E-28	 3.72300000E-28	 1.33374033E+00
 5.19250150E+03	 1.48308013E-27	 1.48974866E-28	 5.19097560E+03	 3.74000000E-27	 1.23200000E-27	 3.00000000E-28	 8.17100000E-28	 3.04500000E-28	 1.28300000E-27	 3.43800000E-28	 1.17600000E-27	 1.53700000E-28	 8.03900000E-28	 3.65700000E-28	 1.33370515E+00
 5.19288530E+03	 1.53905518E-27	 1.46837067E-28	 5.19135930E+03	 3.51700000E-27	 1.23700000E-27	 2.94000000E-28	 1.50400000E-27	 3.07300000E-28	 8.87300000E-28	 3.30800000E-28	 1.16200000E-27	 1.51400000E-28	 8.14600000E-28	 3.64600000E-28	 1.33367000E+00
 5.19326920E+03	 1.08664568E-27	 1.42698929E-28	 5.19174310E+03	 3.51700000E-27	 4.51900000E-28	 2.82300000E-28	 9.97900000E-28	 2.96200000E-28	 5.75300000E-28	 3.19300000E-28	 8.49100000E-28	 1.46800000E-28	 1.26100000E-27	 3.72000000E-28	 1.33363485E+00
 5.19365300E+03	 9.36320365E-28	 1.42028370E-28	 5.19212680E+03	 3.56900000E-27	 7.64000000E-28	 2.79000000E-28	 4.10400000E-28	 2.96400000E-28	 4.59000000E-28	 3.17200000E-28	 7.07800000E-28	 1.46900000E-28	 1.30800000E-27	 3.59700000E-28	 1.33359972E+00
 5.19403690E+03	 1.45758610E-27	 1.40557708E-28	 5.19251060E+03	 3.04400000E-27	 1.37200000E-27	 2.81500000E-28	 1.02000000E-27	 3.00800000E-28	 6.36200000E-28	 3.12700000E-28	 1.23200000E-27	 1.44800000E-28	 5.43900000E-28	 3.44000000E-28	 1.33356459E+00
 5.19442080E+03	 1.04935434E-27	 1.39620536E-28	 5.19289440E+03	 3.28400000E-27	 5.83200000E-28	 2.74600000E-28	 1.02000000E-27	 2.92000000E-28	 9.50900000E-28	 3.18900000E-28	 8.61000000E-28	 1.44100000E-28	 1.54500000E-28	 3.48200000E-28	 1.33352947E+00
 5.19480460E+03	 1.33749485E-27	 1.47751176E-28	 5.19327810E+03	 3.73400000E-27	 9.14200000E-28	 2.92500000E-28	 1.24100000E-27	 3.13200000E-28	 9.71200000E-28	 3.36400000E-28	 1.02200000E-27	 1.51900000E-28	 7.47100000E-28	 3.67900000E-28	 1.33349437E+00
 5.19518850E+03	 1.50547552E-27	 1.51480973E-28	 5.19366190E+03	 3.91900000E-27	 1.02500000E-27	 3.04000000E-28	 1.50300000E-27	 3.20500000E-28	 8.20300000E-28	 3.34000000E-28	 1.26000000E-27	 1.56300000E-28	 4.00100000E-28	 3.76800000E-28	 1.33345927E+00
 5.19557230E+03	 1.29795511E-27	 1.48143427E-28	 5.19404560E+03	 3.79200000E-27	 1.03200000E-27	 2.97300000E-28	 8.93900000E-28	 3.06500000E-28	 1.16900000E-27	 3.34100000E-28	 1.05200000E-27	 1.52200000E-28	 2.50800000E-28	 3.81100000E-28	 1.33342419E+00
 5.19595620E+03	 1.03737673E-27	 1.49606258E-28	 5.19442940E+03	 4.10400000E-27	 9.38800000E-28	 3.10900000E-28	 8.93600000E-28	 3.11700000E-28	 1.07900000E-27	 3.39000000E-28	 6.76900000E-28	 1.52300000E-28	 6.18100000E-28	 3.78400000E-28	 1.33338911E+00
 5.19634000E+03	 1.63069200E-27	 1.49868995E-28	 5.19481310E+03	 3.67100000E-27	 1.43000000E-27	 3.13000000E-28	 1.15300000E-27	 3.13700000E-28	 1.00500000E-27	 3.29300000E-28	 1.32300000E-27	 1.53900000E-28	 7.31900000E-28	 3.69100000E-28	 1.33335405E+00
 5.19672390E+03	 1.17945398E-27	 1.47731744E-28	 5.19519690E+03	 3.83200000E-27	 1.04800000E-27	 3.07300000E-28	 5.76500000E-28	 3.00900000E-28	 7.28700000E-28	 3.29400000E-28	 1.08000000E-27	 1.53300000E-28	 2.34800000E-28	 3.54000000E-28	 1.33331899E+00
 5.19710780E+03	 1.21302172E-27	 1.45194621E-28	 5.19558060E+03	 3.57800000E-27	 1.52900000E-27	 3.08300000E-28	 5.78100000E-28	 2.96900000E-28	 8.93300000E-28	 3.22400000E-28	 9.80500000E-28	 1.49200000E-28	 1.85100000E-28	 3.54500000E-28	 1.33328394E+00
 5.19749170E+03	 1.31818318E-27	 1.45590779E-28	 5.19596440E+03	 3.53400000E-27	 1.29100000E-27	 2.96000000E-28	 9.83000000E-28	 3.02800000E-28	 7.45900000E-28	 3.25000000E-28	 1.17200000E-27	 1.50600000E-28	-1.62100000E-28	 3.54300000E-28	 1.33324890E+00
 5.19787550E+03	 1.11829980E-27	 1.44387062E-28	 5.19634810E+03	 3.59200000E-27	 9.69100000E-28	 2.88800000E-28	 9.98800000E-28	 3.06600000E-28	 7.89600000E-28	 3.24200000E-28	 8.82000000E-28	 1.48300000E-28	 2.09400000E-28	 3.63600000E-28	 1.33321387E+00
 5.19825940E+03	 1.45183177E-27	 1.46516356E-28	 5.19673190E+03	 3.51400000E-27	 1.27500000E-27	 2.96200000E-28	 1.28000000E-27	 3.09400000E-28	 6.75700000E-28	 3.28600000E-28	 1.17900000E-27	 1.50800000E-28	 5.26300000E-28	 3.61300000E-28	 1.33317885E+00
 5.19864320E+03	 1.21729365E-27	 1.48245596E-28	 5.19711560E+03	 3.81200000E-27	 1.34400000E-27	 3.01600000E-28	 9.00600000E-28	 3.05200000E-28	 3.00800000E-28	 3.29400000E-28	 1.02700000E-27	 1.53400000E-28	 4.06200000E-28	 3.66000000E-28	 1.33314385E+00
 5.19902710E+03	 1.23339231E-27	 1.54507316E-28	 5.19749940E+03	 4.33600000E-27	 7.09300000E-28	 3.14700000E-28	 9.09100000E-28	 3.14500000E-28	 1.19500000E-27	 3.43200000E-28	 9.78100000E-28	 1.61300000E-28	 6.55800000E-28	 3.68600000E-28	 1.33310885E+00
 5.19941090E+03	 1.29721418E-27	 1.60235479E-28	 5.19788310E+03	 4.82000000E-27	 8.12200000E-28	 3.31200000E-28	 6.02400000E-28	 3.16100000E-28	 1.03400000E-27	 3.48300000E-28	 1.18200000E-27	 1.68500000E-28	 5.67000000E-28	 3.88900000E-28	 1.33307387E+00
 5.19979480E+03	 1.20000161E-27	 1.61297705E-28	 5.19826690E+03	 4.97000000E-27	 1.31100000E-27	 3.31600000E-28	 5.72500000E-28	 3.25900000E-28	 8.43100000E-28	 3.50100000E-28	 1.03200000E-27	 1.69000000E-28	 1.80500000E-28	 3.86900000E-28	 1.33303889E+00
 5.20017860E+03	 1.07706717E-27	 1.54228554E-28	 5.19865060E+03	 4.42900000E-27	 9.86400000E-28	 3.20500000E-28	 7.50200000E-28	 3.14000000E-28	 4.38500000E-28	 3.38700000E-28	 9.02500000E-28	 1.60200000E-28	 5.81400000E-28	 3.74500000E-28	 1.33300393E+00
 5.20056250E+03	 1.32137213E-27	 1.49692415E-28	 5.19903440E+03	 3.84700000E-27	 1.02300000E-27	 3.00700000E-28	 9.33700000E-28	 3.08200000E-28	 7.99400000E-28	 3.38200000E-28	 1.12700000E-27	 1.55200000E-28	 4.91800000E-28	 3.67100000E-28	 1.33296896E+00
 5.20094630E+03	 1.31747199E-27	 1.51288012E-28	 5.19941810E+03	 3.98400000E-27	 9.93700000E-28	 3.04700000E-28	 8.76200000E-28	 3.13000000E-28	 1.02600000E-27	 3.38200000E-28	 1.07000000E-27	 1.56500000E-28	 6.23400000E-28	 3.76800000E-28	 1.33293402E+00
 5.20133020E+03	 1.12616643E-27	 1.54749583E-28	 5.19980190E+03	 4.43300000E-27	 9.55800000E-28	 3.11700000E-28	 1.14200000E-27	 3.22400000E-28	-1.10900000E-28	 3.31300000E-28	 9.05200000E-28	 1.61000000E-28	 1.20900000E-27	 3.90800000E-28	 1.33289908E+00
 5.20171410E+03	 1.19744515E-27	 1.56744824E-28	 5.20018560E+03	 4.55200000E-27	 6.90800000E-28	 3.18600000E-28	 1.34900000E-27	 3.26200000E-28	 6.59200000E-28	 3.41900000E-28	 9.51100000E-28	 1.63000000E-28	 5.87000000E-28	 3.82500000E-28	 1.33286415E+00
 5.20209800E+03	 1.31696856E-27	 1.57940264E-28	 5.20056940E+03	 4.55800000E-27	 7.68000000E-28	 3.20500000E-28	 1.28200000E-27	 3.28400000E-28	 1.20600000E-27	 3.48100000E-28	 9.69500000E-28	 1.63600000E-28	 7.29400000E-28	 3.91200000E-28	 1.33282923E+00
 5.20248180E+03	 1.68331923E-27	 1.54604142E-28	 5.20095310E+03	 3.97500000E-27	 1.09200000E-27	 3.04600000E-28	 1.84600000E-27	 3.26700000E-28	 9.21700000E-28	 3.48700000E-28	 1.36300000E-27	 1.60300000E-28	 6.02600000E-28	 3.76100000E-28	 1.33279433E+00
 5.20286570E+03	 9.60519717E-28	 1.49002504E-28	 5.20133690E+03	 4.04800000E-27	 5.55300000E-28	 2.95200000E-28	 8.40400000E-28	 3.14900000E-28	 8.10800000E-28	 3.41700000E-28	 6.87300000E-28	 1.52600000E-28	 9.15200000E-28	 3.79400000E-28	 1.33275942E+00
 5.20324950E+03	 1.41668619E-27	 1.52197143E-28	 5.20172060E+03	 3.95900000E-27	 1.70500000E-27	 3.11300000E-28	 5.91600000E-28	 3.10900000E-28	 5.02300000E-28	 3.37700000E-28	 1.18100000E-27	 1.57200000E-28	 8.29900000E-28	 3.81900000E-28	 1.33272454E+00
 5.20363340E+03	 1.27245209E-27	 1.50860469E-28	 5.20210440E+03	 3.95700000E-27	 1.56100000E-27	 3.15700000E-28	 7.76800000E-28	 3.10600000E-28	 3.58000000E-28	 3.26600000E-28	 9.81800000E-28	 1.54900000E-28	 9.89500000E-28	 3.90800000E-28	 1.33268966E+00
 5.20401720E+03	 1.43127125E-27	 1.64183071E-28	 5.20248810E+03	 4.99700000E-27	 1.13800000E-27	 3.28400000E-28	 1.23000000E-27	 3.42900000E-28	 6.29800000E-28	 3.68500000E-28	 1.16300000E-27	 1.69200000E-28	 7.81500000E-28	 4.12900000E-28	 1.33265480E+00
 5.20440110E+03	 1.41390975E-27	 1.77771499E-28	 5.20287190E+03	 6.35100000E-27	 1.80300000E-27	 3.63300000E-28	 9.72400000E-28	 3.76700000E-28	 5.82600000E-28	 3.95400000E-28	 1.07800000E-27	 1.82700000E-28	 5.99600000E-28	 4.36900000E-28	 1.33261993E+00
 5.20478500E+03	 1.09192022E-27	 1.78033367E-28	 5.20325570E+03	 6.60400000E-27	 2.91600000E-28	 3.59400000E-28	 8.66300000E-28	 3.72100000E-28	 1.03000000E-27	 4.00400000E-28	 1.05400000E-27	 1.84100000E-28	-2.76000000E-29	 4.34400000E-28	 1.33258508E+00
 5.20516880E+03	 1.39651266E-27	 1.65635996E-28	 5.20363940E+03	 5.17000000E-27	 1.19200000E-27	 3.33700000E-28	 1.29300000E-27	 3.51600000E-28	 7.80700000E-28	 3.70600000E-28	 1.15000000E-27	 1.70600000E-28	 2.42900000E-28	 4.07300000E-28	 1.33255025E+00
 5.20555270E+03	 1.39780867E-27	 1.50574242E-28	 5.20402320E+03	 3.81500000E-27	 1.39900000E-27	 3.08600000E-28	 9.79100000E-28	 3.18600000E-28	 7.69900000E-28	 3.29500000E-28	 1.09600000E-27	 1.55100000E-28	 7.15400000E-28	 3.75100000E-28	 1.33251542E+00
 5.20593650E+03	 1.40443456E-27	 1.46306370E-28	 5.20440690E+03	 3.43700000E-27	 1.24500000E-27	 3.02900000E-28	 1.47500000E-27	 3.07100000E-28	 7.88600000E-28	 3.21400000E-28	 1.11600000E-27	 1.51000000E-28	 2.05300000E-28	 3.56900000E-28	 1.33248060E+00
 5.20632040E+03	 1.19014058E-27	 1.45902814E-28	 5.20479070E+03	 3.55000000E-27	 1.38700000E-27	 3.05800000E-28	 6.64800000E-28	 3.06800000E-28	 5.55400000E-28	 3.16500000E-28	 1.03300000E-27	 1.50300000E-28	 1.71500000E-28	 3.57200000E-28	 1.33244579E+00
 5.20670430E+03	 9.01908998E-28	 1.44033628E-28	 5.20517440E+03	 3.61100000E-27	 7.07600000E-28	 3.02300000E-28	 7.03200000E-28	 2.94500000E-28	 2.16600000E-28	 3.17100000E-28	 8.00400000E-28	 1.48500000E-28	 4.65500000E-28	 3.56800000E-28	 1.33241099E+00
 5.20708820E+03	 9.02818110E-28	 1.40565689E-28	 5.20555820E+03	 3.33300000E-27	 8.19700000E-28	 2.89400000E-28	 6.96700000E-28	 2.98000000E-28	 1.04300000E-27	 3.22100000E-28	 6.32300000E-28	 1.42800000E-28	 2.79000000E-28	 3.52100000E-28	 1.33237620E+00
 5.20747200E+03	 8.86939685E-28	 1.39096444E-28	 5.20594190E+03	 3.23200000E-27	 6.56800000E-28	 2.82300000E-28	 1.07100000E-27	 2.91800000E-28	 1.88400000E-28	 3.06100000E-28	 7.13600000E-28	 1.43100000E-28	 4.27300000E-28	 3.55600000E-28	 1.33234142E+00
 5.20785590E+03	 8.09909212E-28	 1.38559891E-28	 5.20632570E+03	 3.24600000E-27	 6.45800000E-28	 2.76600000E-28	 9.94500000E-28	 2.91600000E-28	 1.66700000E-28	 3.12400000E-28	 5.61600000E-28	 1.42200000E-28	 8.33000000E-28	 3.56500000E-28	 1.33230665E+00
 5.20823970E+03	 8.12952310E-28	 1.40821139E-28	 5.20670940E+03	 3.41400000E-27	 8.46000000E-28	 2.82900000E-28	 1.20200000E-28	 2.81000000E-28	 4.50800000E-28	 3.27100000E-28	 7.79700000E-28	 1.45900000E-28	 2.09200000E-28	 3.53100000E-28	 1.33227189E+00
 5.20862360E+03	 8.29717292E-28	 1.42949045E-28	 5.20709320E+03	 3.56600000E-27	 8.58700000E-28	 2.85300000E-28	 4.10800000E-28	 2.92400000E-28	 4.59100000E-28	 3.32000000E-28	 6.37500000E-28	 1.47100000E-28	 6.73900000E-28	 3.63400000E-28	 1.33223714E+00
 5.20900740E+03	 4.38561032E-28	 1.40680574E-28	 5.20747690E+03	 3.66800000E-27	-2.56600000E-28	 2.72300000E-28	 3.80200000E-28	 2.94900000E-28	 8.40600000E-28	 3.32300000E-28	 3.63200000E-28	 1.44700000E-28	 4.64400000E-28	 3.57100000E-28	 1.33220241E+00
 5.20939130E+03	 3.23716745E-28	 1.38012571E-28	 5.20786070E+03	 3.54000000E-27	 1.58500000E-28	 2.73900000E-28	-1.86200000E-28	 2.81100000E-28	 3.87700000E-28	 3.17700000E-28	 3.15600000E-28	 1.42100000E-28	 4.38700000E-28	 3.57500000E-28	 1.33216767E+00
 5.20977510E+03	 7.99412989E-28	 1.44669639E-28	 5.20824440E+03	 3.70200000E-27	 5.43000000E-28	 2.96300000E-28	 8.51600000E-28	 2.95600000E-28	 6.61400000E-28	 3.36800000E-28	 6.20500000E-28	 1.48500000E-28	 1.29600000E-28	 3.57100000E-28	 1.33213296E+00
 5.21015900E+03	 5.43229664E-28	 1.46797227E-28	 5.20862820E+03	 4.06800000E-27	-1.91700000E-28	 2.93100000E-28	 6.75500000E-28	 3.02200000E-28	 6.19100000E-28	 3.39600000E-28	 4.61400000E-28	 1.51100000E-28	 3.89500000E-28	 3.70100000E-28	 1.33209824E+00
 5.21054280E+03	 4.50503893E-28	 1.46660197E-28	 5.20901190E+03	 4.12100000E-27	 2.37000000E-28	 2.89900000E-28	 3.45600000E-28	 3.00800000E-28	 1.57700000E-28	 3.43100000E-28	 4.35200000E-28	 1.51000000E-28	 1.17600000E-28	 3.71600000E-28	 1.33206355E+00
 5.21092670E+03	 1.03911571E-28	 1.41994276E-28	 5.20939570E+03	 4.00400000E-27	-3.25300000E-28	 2.77500000E-28	 4.05800000E-28	 2.97600000E-28	 4.36000000E-28	 3.36500000E-28	 7.01900000E-29	 1.45200000E-28	-9.17300000E-29	 3.68200000E-28	 1.33202886E+00
 5.21131060E+03	 5.01895404E-28	 1.40392186E-28	 5.20977940E+03	 3.56300000E-27	 2.37200000E-28	 2.76200000E-28	 6.52100000E-28	 2.93200000E-28	 1.05100000E-28	 3.23000000E-28	 3.84200000E-28	 1.43800000E-28	 4.97200000E-28	 3.69800000E-28	 1.33199417E+00
 5.21169450E+03	 5.73275368E-28	 1.41720490E-28	 5.21016320E+03	 3.61800000E-27	 6.37600000E-28	 2.79100000E-28	 2.80000000E-28	 2.98000000E-28	 5.07900000E-28	 3.28200000E-28	 3.86200000E-28	 1.45200000E-28	 4.85100000E-28	 3.66500000E-28	 1.33195950E+00
 5.21207830E+03	 7.19638992E-29	 1.36389104E-28	 5.21054690E+03	 3.58400000E-27	-2.43500000E-28	 2.57300000E-28	 6.06100000E-28	 2.95600000E-28	-3.11400000E-28	 3.14300000E-28	 1.05900000E-28	 1.39700000E-28	-5.12100000E-29	 3.67700000E-28	 1.33192484E+00
 5.21246220E+03	 4.61499950E-28	 1.40780793E-28	 5.21093070E+03	 3.60400000E-27	 5.64000000E-28	 2.80900000E-28	-1.70000000E-28	 2.84400000E-28	 7.58500000E-28	 3.30600000E-28	 3.44400000E-28	 1.44500000E-28	 3.41200000E-28	 3.66200000E-28	 1.33189019E+00
 5.21284600E+03	 7.50766974E-28	 1.42641729E-28	 5.21131440E+03	 3.53400000E-27	 7.37000000E-28	 2.84000000E-28	 6.38800000E-28	 2.96900000E-28	 2.07200000E-28	 3.21600000E-28	 5.78900000E-28	 1.47000000E-28	 5.29500000E-28	 3.64200000E-28	 1.33185555E+00
 5.21322990E+03	 5.75746182E-28	 1.43437113E-28	 5.21169820E+03	 3.73300000E-27	 1.57500000E-28	 2.77500000E-28	 8.08300000E-28	 3.06100000E-28	 6.75200000E-28	 3.36700000E-28	 4.49800000E-28	 1.47300000E-28	-1.16900000E-29	 3.62000000E-28	 1.33182092E+00
 5.21361370E+03	 9.03084289E-28	 1.47295565E-28	 5.21208190E+03	 3.78600000E-27	 1.19700000E-27	 2.98200000E-28	 6.54100000E-28	 3.06200000E-28	-7.91900000E-29	 3.22500000E-28	 7.63800000E-28	 1.52600000E-28	 4.07600000E-28	 3.70200000E-28	 1.33178630E+00
